text	label
Quelle bonne idée a eu #Duflot de refuser l'écologie. Avec #RoyalSégolène ce ministère agit sans calcul bassement politique.	positive
Le marché, l’écosystème, les technologies, les ressources humaines, l'argent sont totalement en votre défaveur /14	negative
@user, @user Et si on parlait des solutions du 21ième siècle !  Énergie renouvelable, partage du temps de travail, produits durables.	neutral
Eolien en mer : les 80 éoliennes du parc de Global Tech I installées avec succès #offshore #energie #AREVA http	positive
Ces pièges horribles tuent (ou laissent agoniser...) sans distinction des espèces protégées et même nos animaux... http	negative
Avec Valls 2, on sabre le champagne chez les rentiers de l'immobilier au mépris des urgences sociales, écologiques et démocratiques.	neutral
Beauté des paysages et services écologiques – Espace pour la vie – Blogues – Voir.ca http	positive
Cette année, la neige groenlandaise n'est pas simplement un peu sombre. Elle l'est comme jamais. http via @user	negative
Déplacement de Ségolène Royal, Ministre de l'Écologie, du Développement durable ... http #Royal http	neutral
Mais avec @user , on a pris un peu d’avance à la maison et au bureau. 100% de l’énergie que nous consommons est déjà renouvelable !	positive
Virginie Schwarz quitte la DG de l’Ademe pour la DGEC (Premium) http #ecologie GreenUnivers	negative
Énergies vertes : l’État finalise le nouveau système de soutien http http	neutral
Les supercalculateurs : source d'inspiration pour les panneaux solaires http #Tech #innovation	positive
Éoliennes, béton, abandon du patrimoine, vandalisme municipal!L'impérialisme du laid! Le poids ds enveloppes!#FranceDéfigurée #FranceBradée	negative
Entrevue donnée par bibi ds le cadre du #FME2014 au sujet de la @user &amp; son rôle dans l'écosystème culturel. http	neutral
160000 logements anciens rénovés par an:le chiffre le plus bas en matière de rénovation qu'à jamais connue la France #transitionenergetique	positive
on va voir les maires s'ils sont punis des magouilles pour les éoliennes! cinq ans de prison et un grosse amende! suivons de près	negative
L'îlot d'ashdawai is out! http Stories via @user	neutral
Découvertes surprenantes en Egypte: Preuve de haute technologie très ancienne, dont des machines à d... | @user http	positive
L'éco-taxe abandonnée... J'allais faire un tweet pessimiste sur l'écologie, mais heureusement, Hollande rencontre Schwarzenegger. O__O	negative
"#Environnement #Ecologie #Consommation  Les magasins ""#zéroemballage"" font un carton  (via @user)  http"	neutral
Je viens de voir un #renard dans mon jardin. C'est beau mais j'imaginais ça plus gros. #campagne #biodiversité	positive
[@user] : Contre la privatisation des centrales hydroélectriques http  #PG #RéseauFDG	negative
"@user Tututuuu... fallait bien 10 ans d'endoctrinement pour ""sortir"" du nucleaire productif et installer des eoliennes improductives!"	neutral
Brétigny, un an après : réagir, soutenir, accompagner http http	positive
Moins médiatisé que le réchauffement climatique, l'acidification des océans représente pourtant un phénomène... http	negative
Une 6ème République pour un développement humain durable http via @user	neutral
#Documentaire #Transition : Découvrir de belles initiatives vers la transition énergétique, économique,... http	positive
@user aucune honte ! En plus nommé à une commission sur le développement durable ! Ne pas se plaindre de la montée de l'extémisme	negative
PayinTech, un écosystème technologique de paiement et de services #NFC http via @user cc @user @user	neutral
"Intervention sur ""Les TIC au service de l’environnement et du développement durable"" le 23/09 à @user http"	positive
#Environnement 1300 espèces menacées:comment les oiseaux sont en train de disparaître dans l'indifférence générale http	negative
[GNT] Windows Phone : écosystème fragmenté et dominé ( pour le moment ) par Nokia http	neutral
... Mais il est temps de me reposer, je laisse l'hydroélectricité à d'autres ... entre de bonnes mains ... que je connais bien :))	positive
@user en bons gauchistes Obama/ Kerry ont enfin découvert qu’il existe un plus grand danger que le réchauffement climatique @user	negative
Éoliennes de l'Érable plus de 8 millions en voirie http	neutral
"#ONVPSM ""On peut aussi toujours espérer une remise en question de notre majorité vers la gauche et les écologistes"" @user"	positive
[Communiqué] @user et @user ont annoncé la suspension sine die du dispositif de l'écotaxe http	negative
Réchauffement climatique : le point culminant de la Suède sur le point de passer en deuxiè me position… http	neutral
#ecologie L'écotaxe poids lourds repoussée pour mieux être enterrée http	positive
@user Les éoliennes défigurent nos jolies campagnes.Un désastre financé par le contribuable.Un pur délire idéologique,un de plus!	negative
Ouai mais tu nage plus vite, énergie hydraulique	neutral
Bien assurer sa maison et ses équipements écologiques http via @user	positive
Mauvaise recolte du blé la faute o mauvais temps a bon moi j'dirais plutot la faute au réchauffement climatique et sa s' intensifira #soir3	negative
#WIF - Mégasommet économique lundi prochain à @user  | http http via @user	neutral
@user pour expérimenter l'encadrement des #loyers dans 64 communes de l'agglo de @user http @user	positive
1 300 espèces menacées : comment les oiseaux sont en train de disparaître dans l'indifférence… // http	negative
IBM teste ses nouveaux panneaux solaires au Maroc | Telquel.ma http	neutral
FAO - Nouvelles: Réduire les émissions de gaz à effet de serre dues à l’élevage: c’est possible http	positive
C'est vraiment affligeant quand vous avez aux commandes de l'#écologie l'incompétence et l'amateurisme d'une certaine Ségolène Royal...	negative
Place aux votes ! @user  : Les #PrixPinocchio2014 du développement durable http	neutral
#ecologie Pour la croissance du poétique http	positive
Sciences : le manchot empereur victime du réchauffement climatique : http #Environnement #Oiseaux #Biodiversité #Climat	negative
#Durable Le péage poids lourd suspendu par Ségolène Royal: Le péage transit poids-lourds qui devait remplacer ... http	neutral
On s'est fait un copain! #Kilti est fier du projet #collaboratif et soucieux de l'#écologie .… http	positive
L'assemblée va interdire les sacs plastiques ..on ne va plus ramasser les crottes de son chien ?au nom de l'écologie..hum	negative
L'Ecolabel Européen sur les lieux d’hébergements touristiques http	neutral
Lutter contre le réchauffement climatique et réduire la facture énergétique http	positive
#Climat : l’assombrissement de la surface du Groenland au printemps amplifie le changement climatique sur la calotte http	negative
3 recettes naturelles pour entretenir sa maison http	neutral
"@user @user ""POUR l'#Energie #eolienne"" : j'adhere !"	positive
"#Begov: ""moins de moyens pour les services publics qui ne déploieront pas suffisamment d’efforts en matière de développement #durable"""	negative
Offre d'emploi: Commerciaux H/F: 17 La Rochelle http #job #emploi  #emploi #job	neutral
Biocarburant 2G, inauguration de la plateforme de prétraitement de biomasse Syndièse http Car... http	positive
Carburants très polluants : le lobby pétrolier remporte une bataille @user @user @user http	negative
Terre XXI /Les énergies renouvelables, un domaine prioritaire à Baia Mare    La municipalité de Baia Mare (dans... http	neutral
Les députés ont voté l'objectif de montée en puissance des énergies #renouvelables dans le mix énergétique http #LoiRoyal	positive
Le scandale des éoliennes hors de France : http	negative
Le 12ème Festival du #Livre et de la #Presse écologiques c'est en octobre à #Paris http #ecologie http	neutral
Comprendre le changement climatique en 2 minutes grâce à @user http	positive
Cécile Duflot aurait dû être intransigeante sur les questions sociales et écologiques. #ONPC	negative
#Polémique autour de l’#abattage massif de bouquetins en #HauteSavoie : Bête décision... http	neutral
Développer les #ENR dans la chaleur permettrait de diminuer significativement la part des énergies carbonées http @user	positive
@user Ouais mais après je vois rien, j'allume la lumière, je consomme de l'électricité, c'est chère, développement durable etc...	negative
Une forêt d'éoliennes pousse http via @user	neutral
RT @user: Energies vertes : l'Etat finalise le nouveau système de soutien http	positive
@user Certes,mais elle est toute aussi inélégante que lui olivia. elle l'a piqué à l'autre soi disant ministre de l'écologie non?	negative
Les #énergies #renouvelables: L’option la plus économique pour le mix énergétique de l’UE en 2030 http	neutral
L’article 50 réforme la contribution au service public de l’électricité #CSPE http #DirectAN #VotreEnergie #PLTECV	positive
@user @user @user les communistes qui se disent écologistes ne manifestent pas contre ces méthodes	negative
(french) Réchauffement de la planète: @user sera reçu par Hollande http #COP20 #COP21 #Paris2015	neutral
Nouveau post: Comprendre la géothermie http	positive
Changement climatique : l'acidification des océans s'accélère : http	negative
De plus en plus de moteurs d'impression remplace la technologie d'imagerie laser par des LED #oki #toshiba #brother #xerox / #ecologie	neutral
Ouverture à #Kimpese des travaux de l’atelier d’évaluation des risques liés au changement climatique  http #Congo	positive
Suspension sine die de l'#ecotaxe http	negative
#TRAVEHC, Global travaux écologiques : l'expert nettoyeur ! http	neutral
@user : la survie des îles tient au respect d’engagements fermes dans la lutte contre le changement climatique http	positive
Ecologistes et communistes sans merci à La Rochelle  http via @user	negative
TypHAS - Une école de chaumiers au Sénégal | @user http	neutral
"""La marque c'est un écosystème de confiance : sens / expérience / identité"" @user #AperoCom"	positive
""" les écologistes ont une aversion idéologique pour le nucléaire"" @user @user"	negative
Réchauffement climatique et remontée des maladies tropicales -  http	neutral
Prévention des risques d’inondation - La stratégie face aux risques d’inondations : ne plus subir, mais anticiper http	positive
"@user en interview @user : ""En Rhône-Alpes, le divorce entre PS et Verts est possible"" | @user http"	negative
#ecologie Maud Fontenoy veut replacer l'océan au centre des préoccupations http	neutral
Ecobole, plateforme de crowdfunding dédiée aux projets écologiques et aux démarches eco-responsables http via @user	positive
Le sud-est de la #France face a une #crise de l'eau - http	negative
(2) http Bien tenté mémère mais vois-tu il méprise tellement les français que ca se voit !	neutral
L’énergie verte en Russie sera boostée grâce à la Chine  http	positive
"#ecologie Segolène Royal annonce la suspension ""sine die"" de l'écotaxe http"	negative
Intégrer les énergies renouvelables (2e éd.) – Librairie Actu-Environnement http	neutral
#ecologie Quand le recyclage des bouteilles en plastique nourrit les chiens errants d'Istanbul http	positive
"Éoliennes ""prises illégales d'intérêt impliquant des élus locaux"" http"	negative
l'écologie de la machine	neutral
Les pétrolières continuent leur attaque en règle contre la protection des espèces menacées pour favoriser le... http	positive
#Mexique : #Révolte et morts suspectes autour des champs d' #éoliennes mexicains -  http	negative
#LGDM MDR, le monsieur qui parle d'extrême gauche et moi quand je parle des verts, je ne parle pas forcément des écologistes.	neutral
#Durable La rénovation énergétique à l'honneur pour la fête de l'énergie !: Du 9 au 12 octobre, venez faire le... http	positive
@user Elle occupe son temps en dépensant de l'énergie ! ( elle est renouvelable Elle) à mon Avis, mais toi ? ...	negative
#ecologie Le maire parle de sa vision du développement durable http	neutral
La Rochelle : Europe-Ecologie les Verts veut encadrer les loyers - Sud Ouest: Sud OuestLa ... http #ecologie #eco #bio	positive
Espèces végétales: La liste noire des plantes invasives s'allonge - http #Biodiversité #Ecologie #Suisse #Botanique	negative
Dans le 1 derniers jour(s) ma #PowerRouter a généré 0 kWh d'énergie solaire	neutral
Écosystème ya sentiment (8)	positive
#ecotaxe quel joli recul de l'écologie !!!!!	negative
Windows Phone : écosystème fragmenté et dominé ( pour le moment ) par Nokia : http	neutral
LES JEUNES ECOLOGISTE MOBILISES POUR LES DROITS DES OURS DES LYNXS DES LOUPS BRAVO !	positive
Voila l'écologie c aussi interdire les pic nic ! @user: La vaisselle jetable bientôt interdits en France http	negative
Le FRR rejoint les 348 signataires de la déclaration sur le changement climatique. #Paris pluie http	neutral
#Bure #biocarburant le projet #Syndièse officiellement lancé. Récit de l'inauguration par @user aujourd'hui dans le #JHM	positive
"#Écotaxe : pour @user, Ségolène Royal ""assassine"" l'écologie : http"	negative
En #Russie le climat se durcit pour les défenseurs de l'environnement par Amnesty http via @user	neutral
La chasse au loup est ouverte: le préfet autorise un tir de prélèvement cet été en Isère http #Biodiversité #Loup #Animaux	positive
Pollution de l’eau aux pesticides: la nature au travail http	negative
Réchauffement climatique : la carte des villes qui seront touchées en premier http	neutral
L’Etat s’est trouvé face à un Diogène industriel: Trois cents tonnes de déchets toxiques à assainir. ... http #Genève	positive
R-É-V-O-L-T-A-N-T !!! Désolé, y'a pas d'autre mot ! http	negative
#DREAL Colloque national le 4 décembre : les agendas 21 de demain:  http	neutral
En voilà une qui devra faire jubiler les écologistes et tirer de leur torpeur les Verts. L’utilis... http #madagascar	positive
"Hélène Le Teno « la doctrine dominante oublie les énergies vertes"""	negative
#ecologie Parlementaires et chefs services dans la prospective de l'agenda de la CIPD 20 ans après son ... http	neutral
RT @user: Demain Workshop International dédié aux Energies Renouvelables pour le Monde Rural, http #EnR	positive
On achète son propre GAZ en devises (STeg de BG), on rentre en gréve contre les énergies renouvelables (SteG) ,... http	negative
Jean-Luc  Bennahmias taclé par Cécile Duflot - Libération | @user http	neutral
Il y a un bal parfumé dans ma chambre. J'ai mis à brûler quelques bâtonnets d'encens, histoire de planter mon écosystème d'ermite ...	positive
RT @user Toutes les espèces de grands singes gravement menacées par les activités humaines : http	negative
"""certains médias ont laissé entendre que le SCRS et d'autres ministères et agences gouvernementales considèrent... http"	neutral
"@user : ""Je ne veux pas que l'écologie soit punitive"" | #Politique #ecologie http"	positive
Ecotaxe: Ségolène Royal face à sa première crise au ministère de l'Ecologie  http	negative
Leclanché et l'EPFL testent un nouveau système de #stockage d'énergie #solaire | @user via @user http	neutral
Christian Roy  Cette année, quelque 102 cités se sont dotées de plans d'adaptation au changement climatique. En... http	positive
http Le scandale des éoliennes !!!	negative
Atlier de copro #3 : Big data et développement durable Avec @user Tangui Friant @user @user  Animé par @user  #UECDD	neutral
#Ecotaxe Hérésie de notre ministre, doctrine rétrograde de défaire tout ce qui a du sens. Qui va payer ? #Ecologie mise au pilori, une honte	positive
@user Des éoliennes proches d'habitation sont une nuisance ;de plus, elles sont des tueuses pour nos oiseaux (via LPO)@user @user	negative
"""L'écologie ne suffit pas : vous pouvez être environnementaliste et de droite !"" @user #RencontreReporterre"	neutral
Ségolène Royal va publier une carte des zones propices à l’éolien offshore: Le ministère de l’Ecologie étudie ... http	positive
"""Google multiplie les erreurs pour le lancement de son écosystème Android Wear"" http #turfu"	negative
Le CO2 comme vous ne l'avez jamais vu... http	neutral
2014-Lutter contre le changement climatique grâce à l’élevage – Une évaluation des émissions et des opportunit... http	positive
Au #Testet, la lutte pour l'écosystème s'étend aux conditions de travail et unit zadistes, habitants et agriculteurs http	negative
#ecologie La bibliothèque de Reporterre http	neutral
#economie L’Indonésie veut rentabiliser ses volcans par géothermie http	positive
#Oiseaux : le manchot empereur victime du réchauffement climatique  http	negative
Hell of a Sport: Nike et Adidas à nouveau dans le classement intebrand | @user http	neutral
Approfondir ses connaissances sur les thèmes de la biodiversité grâce au projet de loi @user #PJLBiodiv http	positive
Écotaxe : pour NKM, Ségolène Royal !assassine! l'écologie http	negative
[#VotreEnergie] La croissance verte, c'est 100 000 emplois nouveaux ! &gt;&gt; http #MondialAuto http	neutral
"""L’écologie n’est pas compatible avec l’économie de marché"",assure Joan Martinez-Alier.Son interview à lire ici: http #JDD"	positive
On ne peut pas supprimer l'écotaxe,augmenter le diesel pour faire payer les moins pollueurs, et prétendre s'opposer a l'écologie punitive.	negative
La fonte des calottes polaires s’accélère | #climat #risques via @user @user @user @user http	neutral
#Leclanché et @user innovent pour stocker l'énergie solaire | @user http	positive
Les métropoles changent leur climat. Elles aggravent le réchauffement climatique, et y sont plus vulnérables. Les... http	negative
Moustiques tigre, tiques, sarcoptes: une invasion en France? | @user http	neutral
Avenir du Littoral, lisières urbaines, eau, écosystèmes productifs ... #Biencommun  #communs http http	positive
35.000 morses s'échouent en Alaska, le réchauffement climatique en cause http	negative
Les apports généraux de l'écosystème num. @user #RencNum #muzeonum http	neutral
#CentraleSolaire de #Ouarzazate : La #BanqueMondiale accorde 519 millions de dollars au #Maroc - http	positive
Suspension de l'écotaxe : Royal « assassine l'écologie », twitte NKM #afp http	negative
Région PACA : le nouvel écosystème de l'export en ordre de marche http	neutral
Maghress/Eco&gt; L'Agence marocaine de l'énergie solaire crée une nouvelle filiale http	positive
[@user] Contre la privatisation des centrales hydroélectriques: Le 3 octobre 2014, Jean-Luc ... http #ReseauFdG	negative
Des onduleurs Ingeteam pour les 50.000 panneaux solaires de Besse-sur-Issole (Var) http	neutral
#transitionenergetique  objectif des 50% horizon 2025 se fera avec montée en puissance des energies renouvelables et la gestion du nucléaire	positive
Je suis pas méchante mais je suis tout le contraire d'une écologiste #LT	negative
L'#hydroélectricité est en plein essor, seulement 1/3 de la capacité mondiale est exploitée, la production va doubler d'ici 2030 !	neutral
RT @user 1 milliards d’euros pour lutter contre le #changement #climatique | @user #climat #DD #EnR http	positive
Espèces en de disparition: la sixième extinction serait déjà en cours, et c'est de notre faute http via @user	negative
Mon stuff pour la quête énergie renouvelable http	neutral
Si c'est pour la science et l'écologie, des E. Coli, je veux bien donner quelques uns !  http	positive
Le Parlement européen doit rejeter la Commission Juncker ! - LPO http #Environnement #Europe #Ecologie #Politique	negative
#Audi A3 e-tron : le cabotage écologique : http #Hybride http	neutral
Cela montre que le nucléaire n'est pas la panacée et qu'il faut diversifier les productions, notamment booster l'énergie alternative #matin1	positive
Boîte #35 _Boîte à Trompe_ avec le retour de l'été et le réchauffement climatique, risque de traversée de... http	negative
[Vidéo] Retour sur la vidéo de la semaine: Stella, la première voiture familiale qui fonctionne à l’énergie solaire http	neutral
RT : Le livre numérique, une révolution déjà bien engagée aux États-Unis - Le Figaro | @user http A quand pour nous ?	positive
"Je suis d'accord avec @user: ""Par manque de courage, Ségolène Royal tue l'#écotaxe et assassine l'écologie."" #responsabilité"	negative
23e édition des Entretiens de Sologne : le programme du Colloque http Un hommage à l’#arbre, pilier de l’#écosystème	neutral
A savoir RT@SeaShepherdFran: Les baleines atténueraient le changement climatique http	positive
Delphine Batho: «En matière d'écologie, dès qu'on bouscule quelque chose, la main tremble» - 20minutes.fr http	negative
Publication d’un article dans le domaine du développement durable #umoncton http	neutral
“@FlorianP123: L'incroyable univers du géant Google en une carte interactive ! via@JeanBoileau http http	positive
@user C'est le contraire. http	negative
Harper se cache la tête dans les #sablesbitumineux http  #2020 #climat #environnement #SocialResponsibility via @user	neutral
#ecologie Le chef de l'ONU appelle à soutenir le développement durable des petits Etats insulaires en ... http	positive
#ViveLaGauche #BFMTV #UEPS   @BrunoLeRoux drôle de conception du débat ?!   on n'est pas des éoliennes mais des militants désireux d'AGIR !	negative
"Silicon Comté : ""stimuler"" l'écosystème numérique en Franche-Comté http"	neutral
Bonne question !  Est-ce possible partout ? De toute manière, l'éolien c'est nulle part ! http	positive
#Océans : «Les méduses sont un signe de mauvaise santé de l’écosystème»  http #surpêche RT @user	negative
06/09 Taller d'aprofitament d'aliments i dinar solidari recuperat. http #joaprofito ac @user @user	neutral
Impression 3D : le groupe Gorgé soutient et finance l'écosystème http #Verif	positive
"@user #transitionénergétique #éoliennes : ""je suis pourri à l'insu de mon plein gré"" dixit un autre élu municipal"	negative
#énergie | @user vend sa solution d hydrogène à l Australien #Petawatt | @user http	neutral
Bâtiment à énergie positive et solaire en l’autoconsommation : L’exemple de la Cité Municipale de Bordeaux http	positive
@user faut dire qu'à Fruges entre les vaches, les éoliennes et les tocards il n'y a pas grd chse à fréquenter	negative
Et en Catalogne aussi, on s'aligne sur le lobbying hs http	neutral
Les banques s'invitent dans l'ecosystème du #Crowdfunding : http via @user #Sharingeconomy http	positive
On sait pourquoi @user dure plus de  6 mois au ministère : elle a choisi d'être ministre des patrons routiers et pas de l'écologie.	negative
Une nouvelle énergie verte à #Strasbourg, et une première en France #énergierenouvelable #biométhane http	neutral
MT @user: Le #StLaurent écosystème unique d'une grande richesse biologique #Cacouna #polqc http http	positive
[#CLIMAT] Le #manchot empereur victime du réchauffement climatique http par @user http	negative
[#LoiRoyal] Art. 56 instaure un plan climat air énergie territorial établi sans doublon dans tous les territoire http	neutral
#Comores : L'UE débloque 3 millions d'euros pour lutter contre le changement climatique au coeur de l'archipel  http	positive
Revenu garanti et violence de classe http	negative
Les #dents, les reflets de notre âme: Les dents, reflets de l’âme…oulà… http #bio #ecologie	neutral
#Wallonie : les #énergies vertes continuent de progresser | @user http	positive
J'avais loupé ça : #Thévenoud à la commission du Développement durable  http via @user	negative
Le +riche des banquiers brésiliens #NECASETUBAL de la +riche banque brésilienne #ITAU, PRINCIPAL MECENE DE #MARINASILVA, PSEUDO ECOLOGISTE	neutral
2/2:Avoir des ambitions c'est très bien,mais là c'est le vide sidéral pour les matérialiser! #transitionenergetique #DirectAN #pasalahauteur	positive
@user si tu trouves un type qui te vend une cuisse d'éléphant, hésites pas a lui pêter la gueule, c'est une espèce protegée :)	negative
Les expositions «#Ecologe», à la rencontre de la #culture et de la #nature http  #Ecologie #CIV225	neutral
La Cour supérieure juge que les travaux de TransCanada à Cacouna ne constituent pas une menace pour les bélugas http	positive
l'écologie tourne en rond. Le papier c'est mal pour les forêts, le plastique c'est mal pour la planète..: http	negative
Aspect social du #developpementdurable (besoins humains) http vidéo by http via @user by @user	neutral
Lancement de l offre ADP Link auprès de l écosystème @user http	positive
"Brésil : une anti IVG et anti mariage gay candidate - Marina Silva uen "" écologiste"" pas humaniste..."	negative
RT @user: Intégrer le paysage dans le déploiement des énergies renouvelables via @user http	neutral
Éoliennes et armée : des avancées d’ici la fin de l’année: Après les tirs de sommation, place à la négociation... http	positive
Finalement dans ce pays on ne parle hélas d'écologie que quand une réforme est abandonnée ou d'une manière politicienne. Gâchis. #Ecotaxe	negative
Quand design et énergies renouvelables ne font qu’un! LAGI 2014 Copenhague  via @user http http	neutral
Schneider Electric, acteur majeur de la transition énergétique en France: Madame Ségolène Royal, ministre de l... http	positive
La guerre fromages pasteurisés VS lait cru fait rage 🐮 Éclairage avec @user http #teamlaitcru	negative
@user Le réchauffement climatique est réel mais il est naturel juste un peu accéléré par l'activité humaine mais c'est cyclique	neutral
La Ciotat vent debout contre la réouverture du Mentaure http	positive
Statistiques en temps réel de nos émissions de gaz à effet de serre : étourdissant ! #climat #cop21 http	negative
Projet ENR: stockage de l'énergie verte http	neutral
Lauréat Solar Decathlon 2014 :  un habitat solaire écologique et performant http	positive
"Quand l'écologie et le ""Co"" est poissé à l'extrême. (Bon forcée, certes). http"	negative
#Ambassades 'Cinema Green' : l'écologie sur grand-écran http	neutral
Le développement suppose à la fois l'intensification de la création de richesse (croissance durable) et une mobilisation toujours plus 1/2	positive
#TransCanada: la Cour rejette la requête en injonction des écologistes. VOYONS la cour va tout rejeter #polcan  http	negative
Interxion passe au 100 % renouvelable - Data center. L’entreprise couvre l’intégralité de la ... http	neutral
[Lorraine (Développement Durable)] Le monde extraordinaire des champignons http	positive
Voiture avec autocollants « non au nucléaire » et « énergie renouvelable, bien sûr », qui roule au pétrole... Un peu de cohérence, les gens!	negative
@user initié par le pcf..et autres tendances anti capitalistes..  Même s'il rassemble aussi qlq socialistes et écologistes.	neutral
Intéressant! #Énergie verte : des pêcheurs séduits par les panneaux solaires http http	positive
Les abysses, encore plus méconnus que Mars - le Monde | @user http	negative
Energie renouvelable : Toutes les aides et crédits d'impôt à partir du 1 septembre 2014 http http	neutral
"bilan #EnR de @user montre ""une croissance de la puissance installée plus soutenue que ces dernières années"" http"	positive
28° et le ciel envois des tonnerres -_- changement climatique – perdue	negative
Exclusif : Sarkozy pourrait être la cause du réchauffement de la planète	neutral
#BTP #Durable #DD #Ecologie Eco-conditionnalité : le décret est signé http	positive
Vingt-huit ans après Tchernobyl, les sangliers allemands sont toujours radioactifs | @user via @user http	negative
"""Tripler les énergies renouvelables  à Paris"" @user. L'Arbre à vent, une nouvelle solution pour les #smartcities http"	neutral
@user Exactement, et je veux voir l'écosystème en action totale	positive
Ouff! Ceux qui disent que le réchauffement climatique c'est faux voici la preuve du contraire! http	negative
Demà assemblea oberta amb @user @user @user temes locals, atur, ecologisme, feminisme, municipalisme http	neutral
Arnaud Montebourg: « Nous construisons la France des énergies renouvelables, moins dépendante aux hydrocarbures »  http	positive
Le réchauffement climatique pour les Nuls vu par @user http ou comment rendre les choses claires et intéressantes!	negative
Oekozenter Pfaffenthal: le temple du développement durable au Luxembourg | Infogr http via @user	neutral
Pour la moitié de l’humanité, le solaire est l’énergie la moins chère http	positive
ALERTE ORANGE : les roux vont peut-être disparaître à cause du réchauffement climatique http	negative
Changement climatique : faire des Etats insulaires des modèles de développement durable http #NRJ(Canada) #RegionsofFrance	neutral
[#LoiRoyal] Chiffres clés des énergies renouvelables http #VotreÉnergie #DirectAN http	positive
#INFOGRAPHIE. Les terribles dommages de l'homme sur la #forêt  via @user http #Environnement	negative
"""Les villes nouvelles"", un reportage sur les enjeux de la construction de la ville de demain http #smartcity"	neutral
Saba Marketplace enrichit son écosystème de gestion des #talents avec  @user et @user http	positive
SOS Changement climatique: Les pesticides ne devraient pas être automatiques http #lepoint	negative
Le Moineau friquet. Il n'y a pas si longtemps, il était commun. Mais ça, c'était avant... les pesticides. #ecologie http	neutral
Un label pour des sites internet plus écologiques http #Web #DD	positive
Ces maladies qui vont se multiplier avec le changement climatique http #santé	negative
Apple poursuit la mise en place de son écosystème Paiement, Domotique &amp; Santé http @user #AppleWatch	neutral
Superbe article sur les maisons écologiques. Plein d'astuces pour faire des économies. http	positive
L’exportation de l’énergie éolienne, une source de profits boudée par Hydro-Québec | Points de vue http	negative
Nouvelle loi sur la rénovation énergétique : obligations en cas de travaux: La ministre de l’écologie et de l’... http	neutral
#ecologie Pierre Rabhi et Jean-Marie Pelt lauréats du prix Livre et droits de l'homme http	positive
Samoa : les problèmes des petits Etats insulaires affectent le monde entier  http #ecologie Mediaterre	negative
Planète  déchets  traitement des déchets  environnement  Un projet de réduction a minima  Déchets  Stéphane... http	neutral
Exclusif - Ban ki-Moon  Réchauffement climatique: il est grand temps d'agir - http via @user	positive
#énergie Les appareils connectés en mode veille : un gâchis planétaire: http	negative
Londres: les cabines téléphoniques rouges deviennent vertes et écologiques par @user - http via @user	neutral
#Agriculture. Des éleveurs s'engagent pour la #biodiversité http (via @user @user)	positive
Je vous rappelle bande d'enfoirés de socialistes que vous assassinez des espèces protégées à la #ZAD du #Testet ! @user	negative
Des arbres coupés à cause d’un convoi d’éoliennes à Péronne http	neutral
